,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
187,75437,33.25841,-95.46899,Dike,TX,Texas,TRUE,,1377,8.8,48223,Hopkins,"{""48223"": ""100""}",Hopkins,48223,FALSE,FALSE,America/Chicago
188,75438,33.60829,-96.06541,Dodd City,TX,Texas,TRUE,,992,8.4,48147,Fannin,"{""48147"": ""100""}",Fannin,48147,FALSE,FALSE,America/Chicago
189,75439,33.55199,-96.27716,Ector,TX,Texas,TRUE,,1035,28.7,48147,Fannin,"{""48147"": ""100""}",Fannin,48147,FALSE,FALSE,America/Chicago
190,75440,32.87828,-95.75557,Emory,TX,Texas,TRUE,,6258,21,48379,Rains,"{""48379"": ""97.1"", ""48499"": ""2.9""}",Rains|Wood,48379|48499,FALSE,FALSE,America/Chicago
191,75441,33.4322,-95.65349,Enloe,TX,Texas,TRUE,,128,7,48119,Delta,"{""48119"": ""100""}",Delta,48119,FALSE,FALSE,America/Chicago
192,75442,33.17365,-96.35309,Farmersville,TX,Texas,TRUE,,9308,34.1,48085,Collin,"{""48085"": ""89.03"", ""48231"": ""10.97""}",Collin|Hunt,48085|48231,FALSE,FALSE,America/Chicago
193,75446,33.61208,-95.89414,Honey Grove,TX,Texas,TRUE,,3178,7,48147,Fannin,"{""48147"": ""87.67"", ""48277"": ""12.33""}",Fannin|Lamar,48147|48277,FALSE,FALSE,America/Chicago
194,75447,33.76513,-96.1177,Ivanhoe,TX,Texas,TRUE,,1256,9.1,48147,Fannin,"{""48147"": ""100""}",Fannin,48147,FALSE,FALSE,America/Chicago
195,75448,33.31493,-95.79329,Klondike,TX,Texas,TRUE,,643,8.8,48119,Delta,"{""48119"": ""100""}",Delta,48119,FALSE,FALSE,America/Chicago
196,75449,33.42067,-95.94604,Ladonia,TX,Texas,TRUE,,1374,6.5,48147,Fannin,"{""48147"": ""83.39"", ""48231"": ""16.61""}",Fannin|Hunt,48147|48231,FALSE,FALSE,America/Chicago
197,75450,33.4051,-95.47848,Lake Creek,TX,Texas,TRUE,,150,1,48119,Delta,"{""48119"": ""100""}",Delta,48119,FALSE,FALSE,America/Chicago
198,75451,32.96634,-95.1212,Leesburg,TX,Texas,TRUE,,1163,12.9,48063,Camp,"{""48063"": ""95.46"", ""48499"": ""4.54""}",Camp|Wood,48063|48499,FALSE,FALSE,America/Chicago
199,75452,33.39324,-96.24331,Leonard,TX,Texas,TRUE,,4650,23.6,48147,Fannin,"{""48147"": ""93.79"", ""48231"": ""4.23"", ""48085"": ""1.98""}",Fannin|Hunt|Collin,48147|48231|48085,FALSE,FALSE,America/Chicago
